Wall time,Step,Value
1716033499.4727306,1,0.25530096888542175
1716034624.517124,2,0.2006080150604248
1716035746.4434094,3,0.18618044257164001
1716036871.2836866,4,0.17666691541671753
1716037995.2114542,5,0.1691283881664276
1716039120.5953743,6,0.16334575414657593
1716040237.8161182,7,0.15820953249931335
1716041366.1933033,8,0.15423867106437683
1716042490.3904965,9,0.15140412747859955
1716043615.7603028,10,0.14764484763145447
1716044740.8555033,11,0.14423343539237976
1716045866.900409,12,0.14154218137264252
1716046993.1720314,13,0.13840807974338531
1716048119.1735814,14,0.1359053999185562
1716049243.5025027,15,0.1337590515613556
1716050367.315142,16,0.13182669878005981
1716051492.9801693,17,0.1294236183166504
1716052620.1460102,18,0.12747523188591003
1716053751.186125,19,0.12550725042819977
1716054877.7652075,20,0.12350263446569443
1716056002.872799,21,0.12195295840501785
1716057128.4994998,22,0.12089726328849792
1716058254.7785563,23,0.11862043291330338
1716059380.0670633,24,0.11686272919178009
1716060508.3683026,25,0.11561981588602066
1716061634.8893614,26,0.11428243666887283
1716062762.3181665,27,0.11257284134626389
1716063890.8003457,28,0.1119978204369545
1716065016.6823518,29,0.11067136377096176
1716066142.8568246,30,0.10860781371593475
1716067271.9027317,31,0.10811283439397812
1716068399.5345626,32,0.10689609497785568
1716069527.8401563,33,0.10592004656791687
1716070656.523096,34,0.10431898385286331
1716071785.0294802,35,0.10383901000022888
1716072911.8907552,36,0.10262734442949295
1716074041.4864924,37,0.10169481486082077
1716075171.7763278,38,0.10049404948949814
1716076300.6226614,39,0.10055707395076752
1716077425.643958,40,0.09885287284851074
1716078554.9403453,41,0.09817046672105789
1716079685.9037445,42,0.09722520411014557
1716080815.635161,43,0.0966687947511673
1716081946.1708384,44,0.09588517993688583
1716083074.8075423,45,0.09499657154083252
1716084206.214459,46,0.094552181661129
1716085335.038576,47,0.09345681220293045
1716086462.8621671,48,0.09263249486684799
1716087594.794489,49,0.09210994094610214
1716088725.3218536,50,0.09220478683710098
1716089858.0545347,51,0.09094704687595367
1716090987.9529414,52,0.09018922597169876
1716092120.3242571,53,0.09003495424985886
1716093251.360994,54,0.08920352160930634
1716094382.4039457,55,0.08866854757070541
1716095512.360709,56,0.08821502327919006
1716096643.4193466,57,0.08732268959283829
1716097774.3166258,58,0.08703531324863434
1716098906.8430858,59,0.08650338649749756
1716100041.8547995,60,0.08594140410423279
1716101174.9311159,61,0.0855419859290123
1716102306.281227,62,0.08498969674110413
1716103438.8553386,63,0.08452793955802917
1716104572.0492978,64,0.08433111757040024
1716105707.6714654,65,0.08380361646413803
1716106840.651563,66,0.08341459929943085
1716107963.3575535,67,0.08298669755458832
1716109098.5453424,68,0.08249261230230331
1716110233.478645,69,0.08211468905210495
1716111370.8503094,70,0.08199159055948257
1716112506.5291064,71,0.08142329007387161
1716113643.5435667,72,0.08099164068698883
1716114784.0868511,73,0.08072963356971741
1716115919.4441214,74,0.08041458576917648
1716117055.1308465,75,0.08018946647644043
1716118186.5109107,76,0.07991521060466766
1716119325.6045156,77,0.07952005416154861
1716120462.8977485,78,0.07929040491580963
1716121597.3350568,79,0.0788489580154419
1716122734.3351312,80,0.0786445289850235
1716123872.994235,81,0.07846815884113312
1716125008.8263702,82,0.07807464897632599
1716126145.1154532,83,0.07790263742208481
1716127280.4625204,84,0.0775972530245781
1716128416.1202192,85,0.07731055468320847
1716129554.230737,86,0.07713256031274796
1716130696.2098832,87,0.07696102559566498
1716131836.8772044,88,0.07666792720556259
1716132977.2572458,89,0.076459601521492
1716134118.1586516,90,0.07644813507795334
1716135259.842658,91,0.07620591670274734
1716136400.7603042,92,0.07603184133768082
1716145548.4457943,93,0.0757596492767334
1716146663.4988503,94,0.07560083270072937
1716147778.451817,95,0.07547443360090256
1716148893.7407086,96,0.07522277534008026
1716150011.7179925,97,0.0751802921295166
1716151123.4219048,98,0.07515650987625122
1716152240.0010893,99,0.0749126747250557
1716153354.609989,100,0.07490633428096771
